Lake,name_display,island_oikos,in_oikos_core_19,group,Year,Season,present
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2005,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2005,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2006,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2006,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2006,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2006,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2007,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2007,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2007,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2007,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2008,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2008,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2008,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2008,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2009,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2009,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2009,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2009,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2010,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2010,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2010,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2010,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2011,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2011,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2011,Summer,TRUE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2011,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2012,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2012,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2012,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2012,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2013,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2013,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2013,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2013,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2014,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2014,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2014,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2014,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2015,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2015,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2015,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2015,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2016,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2016,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2016,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2016,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2017,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2017,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2017,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2017,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2018,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2018,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2018,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2018,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2019,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2019,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2019,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2019,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2020,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2020,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2020,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2020,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2021,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2021,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2021,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2021,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2022,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2022,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2022,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2022,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2023,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2023,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2023,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2023,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2024,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2024,Spring,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2024,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2024,Winter,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2025,Autumn,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2025,Spring,TRUE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2025,Summer,FALSE
Empadadas Sul,Empadadas Sul,Sao Miguel,TRUE,Zoo,2025,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2003,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2003,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2003,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2003,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2004,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2004,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2004,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2004,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2005,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2005,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2005,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2005,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2006,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2006,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2006,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2006,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2007,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2007,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2007,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2007,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2008,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2008,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2008,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2008,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2009,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2009,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2009,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2009,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2010,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2010,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2010,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2010,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2011,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2011,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2011,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2011,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2012,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2012,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2012,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2012,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2013,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2013,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2013,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2013,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2014,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2014,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2014,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2014,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2015,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2015,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2015,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2015,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2016,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2016,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2016,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2016,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2017,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2017,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2017,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2017,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2018,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2018,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2018,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2018,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2019,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2019,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2019,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2019,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2020,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2020,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2020,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2020,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2021,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2021,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2021,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2021,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2022,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2022,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2022,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2022,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2023,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2023,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2023,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2023,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2024,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2024,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2024,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2024,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2025,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2025,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2025,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Diatom,2025,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2003,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2003,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2003,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2003,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2004,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2004,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2004,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2004,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2005,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2005,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2005,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2005,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2006,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2006,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2006,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2006,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2007,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2007,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2007,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2007,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2008,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2008,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2008,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2008,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2009,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2009,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2009,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2009,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2010,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2010,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2010,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2010,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2011,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2011,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2011,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2011,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2012,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2012,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2012,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2012,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2013,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2013,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2013,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2013,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2014,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2014,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2014,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2014,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2015,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2015,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2015,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2015,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2016,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2016,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2016,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2016,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2017,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2017,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2017,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2017,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2018,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2018,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2018,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2018,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2019,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2019,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2019,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2019,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2020,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2020,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2020,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2020,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2021,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2021,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2021,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2021,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2022,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2022,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2022,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2022,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2023,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2023,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2023,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2023,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Env,2024,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2024,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2024,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2024,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2025,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2025,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2025,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Env,2025,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2003,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2003,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2003,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2003,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2004,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2004,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2004,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2004,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2005,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2005,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2005,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2005,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2006,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2006,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2006,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2006,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2007,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2007,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2007,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2007,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2008,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2008,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2008,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2008,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2009,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2009,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2009,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2009,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2010,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2010,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2010,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2010,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2011,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2011,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2011,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2011,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2012,Autumn,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2012,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2012,Summer,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2012,Winter,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2013,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2013,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2013,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2013,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2014,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2014,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2014,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2014,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2015,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2015,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2015,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2015,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2016,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2016,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2016,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2016,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2017,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2017,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2017,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2017,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2018,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2018,Spring,TRUE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2018,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2018,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2019,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2019,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2019,Summer,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2019,Winter,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2020,Autumn,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2020,Spring,FALSE
Fogo,Fogo,Sao Miguel,TRUE,Macro,2020,Summer,FALSE
